Problem,Token,POS,Shape,Tag
10,is,VERB,xx,O
10,a,DET,x,O
10,multiple,NOUN,xxxx,O
10,of,ADP,xx,O
10,3,NUM,d,B-e_1
10,",",PUNCT,",",O
10,…………………,PUNCT,…,O
10,.,PUNCT,…,O
10,.,PUNCT,…,O
10,.,PUNCT,……,O
10,A,NOUN,……,O
10,multiple,PUNCT,.,O
10,of,PUNCT,.,O
10,both,PUNCT,.,O
10,2,DET,X,B-e_1
10,and,NOUN,xxxx,O
10,3,ADP,xx,B-e_1
10,.,DET,xxxx,O
10,…………………,NUM,d,O
10,.,CCONJ,xxx,O
10,.,NUM,d,O
10,.,PUNCT,.,O
11,If,ADP,Xx,O
11,n,CCONJ,x,B-e_1
11,(,PUNCT,(,I-e_1
11,ξ,NOUN,x,I-e_1
11,),PUNCT,),I-e_1
11,=,SYM,=,I-e_1
11,50,NUM,dd,I-e_1
11,",",PUNCT,",",O
11,n,CCONJ,x,B-e_1
11,(,PUNCT,(,I-e_1
11,A,NOUN,X,I-e_1
11,),PUNCT,),I-e_1
11,=,SYM,=,I-e_1
11,15,NUM,dd,I-e_1
11,",",PUNCT,",",O
11,n,CCONJ,x,B-e_1
11,(,PUNCT,(,I-e_1
11,B,NOUN,X,I-e_1
11,),PUNCT,),I-e_1
11,=,SYM,=,I-e_1
11,13,NUM,dd,I-e_1
11,and,CCONJ,xxx,O
11,n,PUNCT,x,B-e_1
11,(,PUNCT,(,I-e_1
11,A,DET,X,I-e_1
11,∩,ADJ,∩,I-e_1
11,B,PROPN,X,I-e_1
11,),PUNCT,),I-e_1
11,=,SYM,=,I-e_1
11,10,NUM,dd,I-e_1
11,",",PUNCT,",",O
11,find,VERB,xxxx,O
11,n,CCONJ,x,B-e_1
11,(,PUNCT,(,I-e_1
11,A,DET,X,I-e_1
11,',PUNCT,',I-e_1
11,),PUNCT,),I-e_1
11,",",PUNCT,",",O
11,n,CCONJ,x,B-e_1
11,(,PUNCT,(,I-e_1
11,B,NOUN,X,I-e_1
11,',PUNCT,',I-e_1
11,),PUNCT,),I-e_1
11,and,CCONJ,xxx,O
11,n,PUNCT,x,B-e_1
11,(,PUNCT,(,I-e_1
11,A,DET,X,I-e_1
11,∪,NOUN,∪,I-e_1
11,B,NOUN,X,I-e_1
11,),PUNCT,),I-e_1
12,Let,VERB,Xxx,O
12,n,CCONJ,x,B-e_1
12,(,PUNCT,(,I-e_1
12,U,NOUN,X,I-e_1
12,),PUNCT,),I-e_1
12,=,SYM,=,I-e_1
12,12,NUM,dd,I-e_1
12,",",PUNCT,",",O
12,n,CCONJ,x,B-e_1
12,(,PUNCT,(,I-e_1
12,A,NOUN,X,I-e_1
12,),PUNCT,),I-e_1
12,=,SYM,=,I-e_1
12,6,NUM,d,I-e_1
12,",",PUNCT,",",O
12,n,CCONJ,x,B-e_1
12,(,PUNCT,(,I-e_1
12,A,DET,X,I-e_1
12,∩,ADJ,∩,I-e_1
12,B,PROPN,X,I-e_1
12,),PUNCT,),I-e_1
12,=,SYM,=,I-e_1
12,3,PUNCT,d,I-e_1
12,.,PUNCT,.,O
12,What,NOUN,Xxxx,O
12,is,VERB,xx,O
12,n,CCONJ,x,B-e_1
12,(,PUNCT,(,I-e_1
12,A,DET,X,I-e_1
12,∪,NOUN,∪,I-e_1
12,B,NOUN,X,I-e_1
12,',PUNCT,',I-e_1
12,),PUNCT,),I-e_1
12,?,PUNCT,?,O
13,Given,VERB,Xxxxx,O
13,U,NOUN,X,B-e_1
13,=,SYM,=,I-e_1
13,{,PUNCT,{,I-e_1
13,15,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,16,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,17,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,18,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,19,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,20,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,21,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,22,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,23,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,24,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,25,NUM,dd,I-e_1
13,},PUNCT,},I-e_1
13,A,NOUN,X,B-e_1
13,=,SYM,=,I-e_1
13,{,PUNCT,{,I-e_1
13,16,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,18,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,20,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,22,NUM,dd,I-e_1
13,},PUNCT,},I-e_1
13,B,NOUN,X,B-e_1
13,=,SYM,=,I-e_1
13,{,PUNCT,{,I-e_1
13,17,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,19,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,20,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,23,NUM,dd,I-e_1
13,",",PUNCT,",",I-e_1
13,24,NUM,dd,I-e_1
13,},PUNCT,},I-e_1
13,Find,VERB,Xxxx,O
13,A,DET,X,B-e_1
13,′∩,NOUN,′∩,I-e_1
13,B,NOUN,X,I-e_1
13,′,PROPN,′,I-e_1
13,.,PUNCT,.,O
14,Write,VERB,Xxxxx,O
14,each,DET,xxxx,O
14,of,ADP,xx,O
14,the,DET,xxx,O
14,following,VERB,xxxx,O
14,set,VERB,xxx,O
14,in,ADP,xx,O
14,3,NUM,d,O
14,other,ADJ,xxxx,O
14,forms,NOUN,xxxx,O
14,.,PUNCT,.,O
14,i,PRON,x,O
14,.,PUNCT,.,O
14,P,NOUN,X,B-e_1
14,=,SYM,=,I-e_1
14,{,PUNCT,{,I-e_1
14,2,NUM,d,I-e_1
14,",",PUNCT,",",I-e_1
14,3,NUM,d,I-e_1
14,",",PUNCT,",",I-e_1
14,5,NUM,d,I-e_1
14,",",PUNCT,",",I-e_1
14,7,NUM,d,I-e_1
14,},PUNCT,},I-e_1
14,ii,NOUN,xx,O
14,.,PUNCT,.,O
14,<,X,<,O
14,diagram,VERB,xxxx,O
14,>,X,>,O
14,iii,NOUN,xxx,O
14,.,PUNCT,.,O
14,C,NOUN,X,B-e_1
14,=,PUNCT,=,I-e_1
14,{,PUNCT,{,I-e_1
14,x,NOUN,x,I-e_1
14,:,PUNCT,:,I-e_1
14,x,PUNCT,x,I-e_1
14,is,VERB,xx,I-e_1
14,a,DET,x,I-e_1
14,integer,ADJ,xxxx,I-e_1
14,",",PUNCT,",",I-e_1
14,-,PUNCT,-,I-e_1
14,2,NUM,d,I-e_1
14,<,X,<,I-e_1
14,x,X,x,I-e_1
14,<,X,<,I-e_1
14,2,NUM,d,I-e_1
14,},PUNCT,},I-e_1
14,iv,X,xx,O
14,.,PUNCT,.,O
14,A,NOUN,X,B-e_1
14,=,SYM,=,I-e_1
14,{,PUNCT,{,I-e_1
14,2,NUM,d,I-e_1
14,",",PUNCT,",",I-e_1
14,4,NUM,d,I-e_1
14,",",PUNCT,",",I-e_1
14,6,NUM,d,I-e_1
14,",",PUNCT,",",I-e_1
14,8,NUM,d,I-e_1
14,",",PUNCT,",",I-e_1
14,.,PUNCT,.,I-e_1
14,.,PUNCT,.,I-e_1
14,.,PUNCT,.,I-e_1
14,},PUNCT,},I-e_1
14,v,X,x,O
14,.,PUNCT,.,O
14,<,X,<,O
14,diagram,VERB,xxxx,O
14,>,X,>,O
14,vi,NOUN,xx,O
14,.,PUNCT,.,O
14,P,NOUN,X,B-e_1
14,=,SYM,=,I-e_1
14,{,PUNCT,{,I-e_1
14,letters,NOUN,xxxx,I-e_1
14,of,ADP,xx,I-e_1
14,the,DET,xxx,I-e_1
14,word,NOUN,xxxx,I-e_1
14,“,PUNCT,“,I-e_1
14,WORKSHOP,NOUN,XXXX,I-e_1
14,”,PUNCT,”,I-e_1
14,},PUNCT,},I-e_1
14,vii,ADV,xxx,O
14,.,PUNCT,.,O
14,Q,NOUN,X,B-e_1
14,=,PUNCT,=,I-e_1
14,{,PUNCT,{,I-e_1
14,x,X,x,I-e_1
14,:,PUNCT,:,I-e_1
14,x,PUNCT,x,I-e_1
14,is,VERB,xx,I-e_1
14,a,DET,x,I-e_1
14,prime,ADJ,xxxx,I-e_1
14,number,NOUN,xxxx,I-e_1
14,",",PUNCT,",",I-e_1
14,0,NUM,d,I-e_1
14,<,X,<,I-e_1
14,x,X,x,I-e_1
14,<,X,<,I-e_1
14,10,NUM,dd,I-e_1
14,},PUNCT,},I-e_1
14,viii,NOUN,xxxx,O
14,.,PUNCT,.,O
14,A,NOUN,X,B-e_1
14,=,SYM,=,I-e_1
14,{,PUNCT,{,I-e_1
14,letters,NOUN,xxxx,I-e_1
14,of,ADP,xx,I-e_1
14,the,DET,xxx,I-e_1
14,word,NOUN,xxxx,I-e_1
14,“,PUNCT,“,I-e_1
14,BEAUTIFUL,ADJ,XXXX,I-e_1
14,”,PUNCT,”,I-e_1
14,},PUNCT,},I-e_1
14,ix,ADJ,xx,O
14,.,PUNCT,.,O
14,K,NOUN,X,B-e_1
14,=,SYM,=,I-e_1
14,{,PUNCT,{,I-e_1
14,x,SYM,x,I-e_1
14,∈,PROPN,∈,I-e_1
14,Z,NOUN,X,I-e_1
14,",",PUNCT,",",I-e_1
14,x2,NOUN,xd,I-e_1
14,=,SYM,=,I-e_1
14,9,NUM,d,I-e_1
14,},PUNCT,},I-e_1
15,The,DET,Xxx,O
15,Venn,PROPN,Xxxx,O
15,diagram,NOUN,xxxx,O
15,shows,VERB,xxxx,O
15,a,DET,x,O
15,universal,ADJ,xxxx,O
15,set,VERB,xxx,O
15,ξ,NOUN,x,B-e_1
15,and,CCONJ,xxx,O
15,3,NUM,d,O
15,sets,NOUN,xxxx,O
15,A,NOUN,X,B-e_1
15,",",PUNCT,",",O
15,B,NOUN,X,B-e_1
15,and,CCONJ,xxx,O
15,C,PROPN,X,B-e_1
15,.,PUNCT,.,O
15,<,X,<,O
15,Diagram,PROPN,Xxxxx,O
15,>,X,>,O
15,2,NUM,d,B-e_1
15,",",PUNCT,",",O
15,4,NUM,d,B-e_1
15,",",PUNCT,",",O
15,7,NUM,d,B-e_1
15,",",PUNCT,",",O
15,3,NUM,d,B-e_1
15,",",PUNCT,",",O
15,6,NUM,d,B-e_1
15,and,CCONJ,xxx,O
15,10,NUM,dd,B-e_1
15,represent,ADJ,xxxx,O
15,numbers,NOUN,xxxx,O
15,of,ADP,xx,O
15,elements,NOUN,xxxx,O
15,.,PUNCT,.,O
15,Find,VERB,Xxxx,O
15,(,PUNCT,(,O
15,i,PUNCT,x,O
15,),PUNCT,),O
15,n,CCONJ,x,B-e_1
15,(,PUNCT,(,I-e_1
15,A,DET,X,I-e_1
15,∪,NOUN,∪,I-e_1
15,B,NOUN,X,I-e_1
15,),PUNCT,),I-e_1
15,………………,PUNCT,…,O
15,.,PUNCT,…,O
15,(,PUNCT,……,O
15,ii,PUNCT,……,O
15,),PUNCT,.,O
15,n,PUNCT,(,B-e_1
15,(,PUNCT,xx,I-e_1
15,B,PUNCT,),I-e_1
15,’,CCONJ,x,I-e_1
15,),PUNCT,(,I-e_1
15,………………,NOUN,X,O
15,.,PUNCT,’,O
15,(,PUNCT,),O
15,iii,PUNCT,…,O
15,),PUNCT,…,O
15,n,PUNCT,……,B-e_1
15,(,PUNCT,……,I-e_1
15,A,PUNCT,.,I-e_1
15,∩,PUNCT,(,I-e_1
15,C,PUNCT,xxx,I-e_1
15,’,PUNCT,),I-e_1
15,),CCONJ,x,I-e_1
15,………………,PUNCT,(,O
15,.,DET,X,O
15,(,VERB,∩,O
15,iv,NOUN,X,O
15,),PUNCT,’,O
15,n,PUNCT,),B-e_1
15,(,PUNCT,…,I-e_1
15,B,PUNCT,…,I-e_1
15,’,PUNCT,……,I-e_1
15,∩,PUNCT,……,I-e_1
15,C,PUNCT,.,I-e_1
15,’,PUNCT,(,I-e_1
15,),PUNCT,xx,I-e_1
15,………………,PUNCT,),O
15,.,CCONJ,x,O
16,ξ,PUNCT,x,B-e_1
16,=,X,=,I-e_1
16,{,PUNCT,{,I-e_1
16,whole,ADJ,xxxx,I-e_1
16,numbers,NOUN,xxxx,I-e_1
16,less,ADJ,xxxx,I-e_1
16,than,ADP,xxxx,I-e_1
16,10,NUM,dd,I-e_1
16,},PUNCT,},I-e_1
16,A,NOUN,X,B-e_1
16,=,SYM,=,I-e_1
16,{,PUNCT,{,I-e_1
16,triangular,ADJ,xxxx,I-e_1
16,numbers,NOUN,xxxx,I-e_1
16,less,ADJ,xxxx,I-e_1
16,than,ADP,xxxx,I-e_1
16,10,NUM,dd,I-e_1
16,},PUNCT,},I-e_1
16,B,NOUN,X,B-e_1
16,=,SYM,=,I-e_1
16,{,PUNCT,{,I-e_1
16,odd,ADJ,xxx,I-e_1
16,numbers,NOUN,xxxx,I-e_1
16,less,ADJ,xxxx,I-e_1
16,than,ADP,xxxx,I-e_1
16,10,NUM,dd,I-e_1
16,},PUNCT,},I-e_1
16,i,NOUN,x,O
16,),PUNCT,),O
16,Show,VERB,Xxxx,O
16,the,DET,xxx,O
16,above,ADJ,xxxx,O
16,information,NOUN,xxxx,O
16,in,ADP,xx,O
16,a,DET,x,O
16,Venn,PROPN,Xxxx,O
16,diagram,NOUN,xxxx,O
16,.,PUNCT,.,O
16,(,PUNCT,(,O
16,4,NUM,d,O
16,Marks,NOUN,Xxxxx,O
16,),PUNCT,),O
16,ii,PUNCT,xx,O
16,),PUNCT,),O
16,How,ADV,Xxx,O
16,much,ADJ,xxxx,O
16,is,VERB,xx,O
16,n,CCONJ,x,B-e_1
16,(,PUNCT,(,I-e_1
16,A,DET,X,I-e_1
16,∩,PROPN,∩,I-e_1
16,B,NOUN,X,I-e_1
16,),PUNCT,),I-e_1
16,?,PUNCT,?,O
16,(,PUNCT,(,O
16,1,NUM,d,O
16,Mark,PROPN,Xxxx,O
16,),PUNCT,),O
16,iii,PUNCT,xxx,O
16,),PUNCT,),O
16,How,ADV,Xxx,O
16,much,ADJ,xxxx,O
16,is,VERB,xx,O
16,n,CCONJ,x,B-e_1
16,(,PUNCT,(,I-e_1
16,A,DET,X,I-e_1
16,∪,NOUN,∪,I-e_1
16,B,NOUN,X,I-e_1
16,),PUNCT,),I-e_1
16,?,PUNCT,?,O
16,(,PUNCT,(,O
16,1,NUM,d,O
16,Mark,PROPN,Xxxx,O
16,),PUNCT,),O
16,iv,PUNCT,xx,O
16,),PUNCT,),O
16,Write,VERB,Xxxxx,O
16,down,PART,xxxx,O
16,the,DET,xxx,O
16,set,NOUN,xxx,O
16,(,PUNCT,(,B-e_1
16,A,DET,X,I-e_1
16,Ꞌ,NOUN,X,I-e_1
16,∩,VERB,∩,I-e_1
16,B,PROPN,X,I-e_1
16,),PUNCT,),I-e_1
16,",",PUNCT,",",O
16,listing,VERB,xxxx,O
16,up,PART,xx,O
16,all,ADJ,xxx,O
16,its,ADJ,xxx,O
16,elements,NOUN,xxxx,O
16,.,PUNCT,.,O
16,(,PUNCT,(,O
16,2,NUM,d,O
16,Marks,NOUN,Xxxxx,O
16,),PUNCT,),O
16,v,PUNCT,x,O
16,),PUNCT,),O
16,Write,VERB,Xxxxx,O
16,down,PART,xxxx,O
16,the,DET,xxx,O
16,set,NOUN,xxx,O
16,(,PUNCT,(,B-e_1
16,A,DET,X,I-e_1
16,∪,NOUN,∪,I-e_1
16,B,PROPN,X,I-e_1
16,),PUNCT,),I-e_1
16,Ꞌ,NOUN,X,I-e_1
16,",",PUNCT,",",O
16,listing,VERB,xxxx,O
16,up,PART,xx,O
16,all,ADJ,xxx,O
16,its,ADJ,xxx,O
16,elements,NOUN,xxxx,O
16,.,PUNCT,.,O
16,(,PUNCT,(,O
16,2,NUM,d,O
16,Marks,NOUN,Xxxxx,O
16,),PUNCT,),O
17,If,ADP,Xx,O
17,A,DET,X,B-e_1
17,=,SYM,=,I-e_1
17,{,PUNCT,{,I-e_1
17,0,NUM,d,I-e_1
17,",",PUNCT,",",I-e_1
17,2,NUM,d,I-e_1
17,",",PUNCT,",",I-e_1
17,4,NUM,d,I-e_1
17,",",PUNCT,",",I-e_1
17,6,NUM,d,I-e_1
17,",",PUNCT,",",I-e_1
17,8,NUM,d,I-e_1
17,},PUNCT,},I-e_1
17,how,ADV,xxx,O
17,many,ADJ,xxxx,O
17,is,VERB,xx,O
17,n,CCONJ,x,B-e_1
17,(,PUNCT,(,I-e_1
17,A,NOUN,X,I-e_1
17,),PUNCT,),I-e_1
17,?,PUNCT,?,O
18,09,NUM,dd,O
18,.,PUNCT,.,O
18,Represent,VERB,Xxxxx,O
18,the,DET,xxx,O
18,set,NOUN,xxx,O
18,D,NOUN,X,O
18,.,PUNCT,.,O
18,where,ADV,xxxx,O
18,B,PROPN,X,B-e_1
18,∩,VERB,∩,I-e_1
18,D,NOUN,X,I-e_1
18,=,X,=,I-e_1
18,{,PUNCT,{,I-e_1
18,},PUNCT,},I-e_1
18,and,CCONJ,xxx,O
18,D,NOUN,X,B-e_1
18,⸦,NOUN,⸦,I-e_1
18,A,NOUN,X,I-e_1
18,.,PUNCT,.,O
18,<,X,<,O
18,Diagram,PROPN,Xxxxx,O
18,>,X,>,O
19,In,ADP,Xx,O
19,the,DET,xxx,O
19,set,NOUN,xxx,O
19,A,NOUN,X,B-e_1
19,=,SYM,=,I-e_1
19,(,PUNCT,(,I-e_1
19,2,NUM,d,I-e_1
19,",",PUNCT,",",I-e_1
19,4,NUM,d,I-e_1
19,",",PUNCT,",",I-e_1
19,6,NUM,d,I-e_1
19,",",PUNCT,",",I-e_1
19,8,NUM,d,I-e_1
19,),PUNCT,),I-e_1
19,find,VERB,xxxx,O
19,n,CCONJ,x,B-e_1
19,(,PUNCT,(,I-e_1
19,A,NOUN,X,I-e_1
19,),PUNCT,),I-e_1
20,The,DET,Xxx,O
20,Venn,PROPN,Xxxx,O
20,diagram,NOUN,xxxx,O
20,shows,VERB,xxxx,O
20,a,DET,x,O
20,universal,ADJ,xxxx,O
20,set,VERB,xxx,O
20,ξ,NOUN,x,B-e_1
20,and,CCONJ,xxx,O
20,three,NUM,xxxx,O
20,sets,NOUN,xxxx,O
20,A,PROPN,X,B-e_1
20,",",PUNCT,",",O
20,B,NOUN,X,B-e_1
20,and,CCONJ,xxx,O
20,C,PROPN,X,B-e_1
20,.,PUNCT,.,O
20,<,X,<,O
20,Diagram,PROPN,Xxxxx,O
20,>,X,>,O
20,7,NUM,d,B-e_1
20,",",PUNCT,",",O
20,6,NUM,d,B-e_1
20,",",PUNCT,",",O
20,3,NUM,d,B-e_1
20,",",PUNCT,",",O
20,2,NUM,d,B-e_1
20,and,CCONJ,xxx,O
20,10,NUM,dd,B-e_1
20,represent,VERB,xxxx,O
20,the,DET,xxx,O
20,numbers,NOUN,xxxx,O
20,of,ADP,xx,O
20,elements,NOUN,xxxx,O
20,.,PUNCT,.,O
20,Find,VERB,Xxxx,O
20,(,PUNCT,(,O
20,i,PUNCT,x,O
20,),PUNCT,),O
20,n,CCONJ,x,B-e_1
20,(,PUNCT,(,I-e_1
20,A,DET,X,I-e_1
20,∪,NOUN,∪,I-e_1
20,B,NOUN,X,I-e_1
20,),PUNCT,),I-e_1
20,………………………,PUNCT,…,O
20,(,PUNCT,…,O
20,ii,PUNCT,…,O
20,),PUNCT,……,O
20,n,PUNCT,……,B-e_1
20,(,NOUN,……,I-e_1
20,A,PUNCT,(,I-e_1
20,’,PUNCT,xx,I-e_1
20,),PUNCT,),I-e_1
20,………………………,CCONJ,x,O
20,(,PUNCT,(,O
20,iii,DET,X,O
20,),PUNCT,’,O
20,n,PUNCT,),B-e_1
20,(,PUNCT,…,I-e_1
20,B,PUNCT,…,I-e_1
20,∩,PUNCT,…,I-e_1
20,C,PUNCT,……,I-e_1
20,’,PUNCT,……,I-e_1
20,),NOUN,……,I-e_1
20,………………………,PUNCT,(,O
20,(,PUNCT,xxx,O
20,iv,PUNCT,),O
20,),CCONJ,x,O
20,n,PUNCT,(,B-e_1
20,(,PROPN,X,I-e_1
20,A,VERB,∩,I-e_1
20,’,NOUN,X,I-e_1
20,∪,PUNCT,’,I-e_1
20,B,PUNCT,),I-e_1
20,’,PUNCT,…,I-e_1
20,),PUNCT,…,I-e_1
20,………………………,PUNCT,…,O
21,A,DET,X,B-e_1
21,=,SYM,=,I-e_1
21,{,PUNCT,{,I-e_1
21,2,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,4,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,6,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,8,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,10,NUM,dd,I-e_1
21,",",PUNCT,",",I-e_1
21,12,NUM,dd,I-e_1
21,",",PUNCT,",",I-e_1
21,14,NUM,dd,I-e_1
21,},PUNCT,},I-e_1
21,B,NOUN,X,B-e_1
21,=,SYM,=,I-e_1
21,{,PUNCT,{,I-e_1
21,1,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,3,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,5,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,7,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,9,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,11,NUM,dd,I-e_1
21,",",PUNCT,",",I-e_1
21,13,NUM,dd,I-e_1
21,},PUNCT,},I-e_1
21,C,NOUN,X,B-e_1
21,-,PUNCT,-,I-e_1
21,{,PUNCT,{,I-e_1
21,3,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,6,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,9,NUM,d,I-e_1
21,",",PUNCT,",",I-e_1
21,12,NUM,dd,I-e_1
21,},PUNCT,},I-e_1
21,(,PUNCT,(,O
21,a,DET,x,O
21,),PUNCT,),O
21,Complete,VERB,Xxxxx,O
21,the,DET,xxx,O
21,following,VERB,xxxx,O
21,sentence,NOUN,xxxx,O
21,.,PUNCT,.,O
21,All,ADJ,Xxx,O
21,the,DET,xxx,O
21,numbers,NOUN,xxxx,O
21,in,ADP,xx,O
21,set,NOUN,xxx,O
21,C,NOUN,X,B-e_1
21,are,VERB,xxx,O
21,…………………………………………,PUNCT,…,O
21,of,PUNCT,…,O
21,3,PUNCT,…,O
21,(,PUNCT,…,O
21,b,PUNCT,…,O
21,),PUNCT,…,O
21,List,PUNCT,……,O
21,the,PUNCT,……,O
21,members,NOUN,……,O
21,of,PUNCT,……,O
21,the,NOUN,……,O
21,set,ADP,xx,O
21,(,NUM,d,O
21,i,PUNCT,(,O
21,),NOUN,x,O
21,A,PUNCT,),B-e_1
21,∩,VERB,Xxxx,I-e_1
21,C,DET,xxx,I-e_1
21,(,NOUN,xxxx,O
21,ii,ADP,xx,O
21,),DET,xxx,O
21,A,NOUN,xxx,B-e_1
21,∪,PUNCT,(,I-e_1
21,C,PUNCT,x,I-e_1
21,(,PUNCT,),O
21,c,DET,X,O
21,),VERB,∩,O
21,Explain,PROPN,X,O
21,why,PUNCT,(,O
21,A,PROPN,xx,B-e_1
21,∩,PUNCT,),I-e_1
21,B,DET,X,I-e_1
21,=,NOUN,∪,I-e_1
21,Ø,NOUN,X,I-e_1
21,…………………………………………………………………………………………………………,PUNCT,(,O
21,.,NOUN,x,O
21,.,PUNCT,),O
21,.,VERB,Xxxxx,O
22,U,NOUN,X,B-e_1
22,=,SYM,=,I-e_1
22,{,PUNCT,{,I-e_1
22,ja,PROPN,xx,I-e_1
22,",",PUNCT,",",I-e_1
22,f,X,x,I-e_1
22,",",PUNCT,",",I-e_1
22,m,NOUN,x,I-e_1
22,",",PUNCT,",",I-e_1
22,a,DET,x,I-e_1
22,",",PUNCT,",",I-e_1
22,ma,PROPN,xx,I-e_1
22,",",PUNCT,",",I-e_1
22,ju,PROPN,xx,I-e_1
22,",",PUNCT,",",I-e_1
22,jul,NOUN,xxx,I-e_1
22,",",PUNCT,",",I-e_1
22,aug,NOUN,xxx,I-e_1
22,",",PUNCT,",",I-e_1
22,sep,NOUN,xxx,I-e_1
22,",",PUNCT,",",I-e_1
22,oct,NOUN,xxx,I-e_1
22,",",PUNCT,",",I-e_1
22,nov,NOUN,xxx,I-e_1
22,",",PUNCT,",",I-e_1
22,dec,NOUN,xxx,I-e_1
22,},PUNCT,},I-e_1
22,W,NOUN,X,B-e_1
22,=,SYM,=,I-e_1
22,{,PUNCT,{,I-e_1
22,d,NOUN,x,I-e_1
22,",",PUNCT,",",I-e_1
22,ja,PROPN,xx,I-e_1
22,",",PUNCT,",",I-e_1
22,f,PUNCT,x,I-e_1
22,},PUNCT,},I-e_1
22,j,NOUN,x,I-e_1
22,=,SYM,=,I-e_1
22,{,PUNCT,{,I-e_1
22,ja,PROPN,xx,I-e_1
22,",",PUNCT,",",I-e_1
22,ju,PROPN,xx,I-e_1
22,",",PUNCT,",",I-e_1
22,jul,NOUN,xxx,I-e_1
22,",",PUNCT,",",I-e_1
22,},PUNCT,},I-e_1
22,f,X,x,B-e_1
22,=,PUNCT,=,I-e_1
22,{,PUNCT,{,I-e_1
22,a,DET,x,I-e_1
22,",",PUNCT,",",I-e_1
22,ju,PROPN,xx,I-e_1
22,",",PUNCT,",",I-e_1
22,o,X,x,I-e_1
22,},PUNCT,},I-e_1
22,(,PUNCT,(,I-e_1
22,F,PROPN,X,B-e_1
22,´∩,PUNCT,´,I-e_1
22,W,PROPN,∩,I-e_1
22,´,PROPN,X,I-e_1
22,),PUNCT,´,I-e_1
23,Let,VERB,Xxx,O
23,A,NOUN,X,B-e_1
23,and,CCONJ,xxx,O
23,B,NOUN,X,B-e_1
23,be,VERB,xx,O
23,sets,NOUN,xxxx,O
23,",",PUNCT,",",O
23,such,ADJ,xxxx,O
23,that,ADP,xxxx,O
23,n,CCONJ,x,B-e_1
23,(,PUNCT,(,I-e_1
23,A,DET,X,I-e_1
23,∪,NOUN,∪,I-e_1
23,B,NOUN,X,I-e_1
23,),PUNCT,),I-e_1
23,=,SYM,=,I-e_1
23,20,NUM,dd,I-e_1
23,",",PUNCT,",",O
23,n,CCONJ,x,B-e_1
23,(,PUNCT,(,I-e_1
23,B,NOUN,X,I-e_1
23,),PUNCT,),I-e_1
23,=,SYM,=,I-e_1
23,10,NUM,dd,I-e_1
23,and,CCONJ,xxx,O
23,n,ADV,x,B-e_1
23,(,PUNCT,(,I-e_1
23,A,DET,X,I-e_1
23,∩,ADJ,∩,I-e_1
23,B,PROPN,X,I-e_1
23,),PUNCT,),I-e_1
23,=,SYM,=,I-e_1
23,5,NUM,d,I-e_1
23,",",PUNCT,",",O
23,then,ADV,xxxx,O
23,how,ADV,xxx,O
23,many,ADJ,xxxx,O
23,element,NOUN,xxxx,O
23,are,VERB,xxx,O
23,in,ADP,xx,O
23,the,DET,xxx,O
23,set,NOUN,xxx,O
23,A,NOUN,X,B-e_1
23,?,PUNCT,?,O
23,(,PUNCT,(,O
23,Solve,VERB,Xxxxx,O
23,this,DET,xxxx,O
23,using,VERB,xxxx,O
23,both,DET,xxxx,O
23,methods,NOUN,xxxx,O
23,:,PUNCT,:,O
23,algebra,NOUN,xxxx,O
23,and,CCONJ,xxx,O
23,a,DET,x,O
23,Venn,PROPN,Xxxx,O
23,diagram,NOUN,xxxx,O
23,),PUNCT,),O
24,Let,VERB,Xxx,O
24,A,NOUN,X,B-e_1
24,and,CCONJ,xxx,O
24,B,NOUN,X,B-e_1
24,be,VERB,xx,O
24,subsets,NOUN,xxxx,O
24,of,ADP,xx,O
24,U,NOUN,X,B-e_1
24,with,ADP,xxxx,O
24,n,CCONJ,x,B-e_1
